State,Year,Type_code,Type,Gender,Age_group,Total
Madhya Pradesh,2004,Means_adopted,By Fire/Self Immolation,Male,15-29,45
Madhya Pradesh,2004,Means_adopted,By Overdose of sleeping pills,Male,15-29,13
Madhya Pradesh,2004,Means_adopted,By touching electric wires,Male,15-29,19
Madhya Pradesh,2004,Means_adopted,By Over Alcoholism,Male,15-29,15
Madhya Pradesh,2004,Means_adopted,By Consuming Insecticides,Male,15-29,490
Madhya Pradesh,2004,Means_adopted,By Consuming Other Poison,Male,15-29,84
Madhya Pradesh,2004,Means_adopted,By Drowning,Male,15-29,59
Madhya Pradesh,2004,Means_adopted,By Machine,Male,15-29,3
Madhya Pradesh,2004,Means_adopted,By Self Infliction of injury,Male,15-29,1
Madhya Pradesh,2004,Means_adopted,By coming under running vehicles/trains,Male,15-29,28
Madhya Pradesh,2004,Means_adopted,By Jumping off Moving Vehicles/Trains,Male,15-29,17
Madhya Pradesh,2004,Means_adopted,By Jumping from (Building),Male,15-29,1
Madhya Pradesh,2004,Means_adopted,By Other means (please specify),Male,15-29,47
Madhya Pradesh,2004,Means_adopted,By Hanging,Male,15-29,568
Madhya Pradesh,2004,Means_adopted,By Fire-Arms,Male,15-29,3
Madhya Pradesh,2004,Means_adopted,By Jumping from (Other sites),Male,15-29,15
Madhya Pradesh,2004,Means_adopted,By Over Alcoholism,Female,30-44,0
Madhya Pradesh,2004,Means_adopted,By Hanging,Female,30-44,246
Madhya Pradesh,2004,Means_adopted,By Jumping from (Building),Female,30-44,2
Madhya Pradesh,2004,Means_adopted,By Jumping off Moving Vehicles/Trains,Female,30-44,4
Madhya Pradesh,2004,Means_adopted,By Drowning,Female,30-44,62
Madhya Pradesh,2004,Means_adopted,By coming under running vehicles/trains,Female,30-44,10
Madhya Pradesh,2004,Means_adopted,By Self Infliction of injury,Female,30-44,3
Madhya Pradesh,2004,Means_adopted,By Fire/Self Immolation,Female,30-44,129
Madhya Pradesh,2004,Means_adopted,By Machine,Female,30-44,1
Madhya Pradesh,2004,Means_adopted,By Other means (please specify),Female,30-44,31
Madhya Pradesh,2004,Means_adopted,By Overdose of sleeping pills,Female,30-44,5
Madhya Pradesh,2004,Means_adopted,By Fire-Arms,Female,30-44,1
Madhya Pradesh,2004,Means_adopted,By Consuming Other Poison,Female,30-44,52
Madhya Pradesh,2004,Means_adopted,By Consuming Insecticides,Female,30-44,260
Madhya Pradesh,2004,Means_adopted,By touching electric wires,Female,30-44,8
Madhya Pradesh,2004,Means_adopted,By Jumping from (Other sites),Female,30-44,5
Madhya Pradesh,2004,Means_adopted,By Fire-Arms,Male,30-44,10
Madhya Pradesh,2004,Means_adopted,By Over Alcoholism,Male,30-44,22
Madhya Pradesh,2004,Means_adopted,By Consuming Insecticides,Male,30-44,324
Madhya Pradesh,2004,Means_adopted,By Other means (please specify),Male,30-44,68
Madhya Pradesh,2004,Means_adopted,By Overdose of sleeping pills,Male,30-44,6
Madhya Pradesh,2004,Means_adopted,By Fire/Self Immolation,Male,30-44,43
Madhya Pradesh,2004,Means_adopted,By Machine,Male,30-44,3
Madhya Pradesh,2004,Means_adopted,By Self Infliction of injury,Male,30-44,1
Madhya Pradesh,2004,Means_adopted,By Hanging,Male,30-44,547
Madhya Pradesh,2004,Means_adopted,By Jumping from (Building),Male,30-44,7
Madhya Pradesh,2004,Means_adopted,By coming under running vehicles/trains,Male,30-44,36
Madhya Pradesh,2004,Means_adopted,By Consuming Other Poison,Male,30-44,41
Madhya Pradesh,2004,Means_adopted,By Jumping from (Other sites),Male,30-44,20
Madhya Pradesh,2004,Means_adopted,By Jumping off Moving Vehicles/Trains,Male,30-44,6
Madhya Pradesh,2004,Means_adopted,By Drowning,Male,30-44,55
Madhya Pradesh,2004,Means_adopted,By touching electric wires,Male,30-44,13
Madhya Pradesh,2004,Means_adopted,By coming under running vehicles/trains,Female,45-59,8
Madhya Pradesh,2004,Means_adopted,By touching electric wires,Female,45-59,3
Madhya Pradesh,2004,Means_adopted,By Drowning,Female,45-59,25
Madhya Pradesh,2004,Means_adopted,By Hanging,Female,45-59,95
Madhya Pradesh,2004,Means_adopted,By Overdose of sleeping pills,Female,45-59,5
Madhya Pradesh,2004,Means_adopted,By Consuming Insecticides,Female,45-59,98
Madhya Pradesh,2004,Means_adopted,By Jumping from (Building),Female,45-59,0
Madhya Pradesh,2004,Means_adopted,By Self Infliction of injury,Female,45-59,2
Madhya Pradesh,2004,Means_adopted,By Fire/Self Immolation,Female,45-59,52
Madhya Pradesh,2004,Means_adopted,By Jumping off Moving Vehicles/Trains,Female,45-59,0
Madhya Pradesh,2004,Means_adopted,By Machine,Female,45-59,0
Madhya Pradesh,2004,Means_adopted,By Over Alcoholism,Female,45-59,0
Madhya Pradesh,2004,Means_adopted,By Jumping from (Other sites),Female,45-59,0
Madhya Pradesh,2004,Means_adopted,By Other means (please specify),Female,45-59,11
Madhya Pradesh,2004,Means_adopted,By Consuming Other Poison,Female,45-59,22
Madhya Pradesh,2004,Means_adopted,By Fire-Arms,Female,45-59,0
Madhya Pradesh,2004,Means_adopted,By Jumping from (Other sites),Male,45-59,6
Madhya Pradesh,2004,Means_adopted,By Jumping off Moving Vehicles/Trains,Male,45-59,0
Madhya Pradesh,2004,Means_adopted,By Consuming Insecticides,Male,45-59,154
Madhya Pradesh,2004,Means_adopted,By Consuming Other Poison,Male,45-59,23
Madhya Pradesh,2004,Means_adopted,By Drowning,Male,45-59,36
Madhya Pradesh,2004,Means_adopted,By Jumping from (Building),Male,45-59,2
Madhya Pradesh,2004,Means_adopted,By Fire/Self Immolation,Male,45-59,18
Madhya Pradesh,2004,Means_adopted,By Self Infliction of injury,Male,45-59,3
Madhya Pradesh,2004,Means_adopted,By coming under running vehicles/trains,Male,45-59,17
Madhya Pradesh,2004,Means_adopted,By Hanging,Male,45-59,266
Madhya Pradesh,2004,Means_adopted,By Over Alcoholism,Male,45-59,23
Madhya Pradesh,2004,Means_adopted,By Overdose of sleeping pills,Male,45-59,5
Madhya Pradesh,2004,Means_adopted,By Fire-Arms,Male,45-59,5
Madhya Pradesh,2004,Means_adopted,By Machine,Male,45-59,3
Madhya Pradesh,2004,Means_adopted,By Other means (please specify),Male,45-59,29
Madhya Pradesh,2004,Means_adopted,By touching electric wires,Male,45-59,5
Madhya Pradesh,2004,Means_adopted,By coming under running vehicles/trains,Female,60+,8
Madhya Pradesh,2004,Means_adopted,By Other means (please specify),Female,60+,12
Madhya Pradesh,2004,Means_adopted,By Fire-Arms,Female,60+,0
Madhya Pradesh,2004,Means_adopted,By touching electric wires,Female,60+,0
Madhya Pradesh,2004,Means_adopted,By Jumping from (Building),Female,60+,0
Madhya Pradesh,2004,Means_adopted,By Over Alcoholism,Female,60+,0
Madhya Pradesh,2004,Means_adopted,By Self Infliction of injury,Female,60+,0
Madhya Pradesh,2004,Means_adopted,By Drowning,Female,60+,17
Madhya Pradesh,2004,Means_adopted,By Consuming Other Poison,Female,60+,19
Madhya Pradesh,2004,Means_adopted,By Consuming Insecticides,Female,60+,43
Madhya Pradesh,2004,Means_adopted,By Overdose of sleeping pills,Female,60+,1
Madhya Pradesh,2004,Means_adopted,By Fire/Self Immolation,Female,60+,26
Madhya Pradesh,2004,Means_adopted,By Jumping from (Other sites),Female,60+,0
Madhya Pradesh,2004,Means_adopted,By Machine,Female,60+,0
Madhya Pradesh,2004,Means_adopted,By Hanging,Female,60+,32
Madhya Pradesh,2004,Means_adopted,By Jumping off Moving Vehicles/Trains,Female,60+,0
Madhya Pradesh,2004,Means_adopted,By Fire/Self Immolation,Male,60+,13
Madhya Pradesh,2004,Means_adopted,By Over Alcoholism,Male,60+,5
Madhya Pradesh,2004,Means_adopted,By Jumping from (Other sites),Male,60+,1
Madhya Pradesh,2004,Means_adopted,By Machine,Male,60+,1
Madhya Pradesh,2004,Means_adopted,By coming under running vehicles/trains,Male,60+,18
Madhya Pradesh,2004,Means_adopted,By Self Infliction of injury,Male,60+,4
Madhya Pradesh,2004,Means_adopted,By Overdose of sleeping pills,Male,60+,7
Madhya Pradesh,2004,Means_adopted,By Hanging,Male,60+,133
Madhya Pradesh,2004,Means_adopted,By Jumping from (Building),Male,60+,1
Madhya Pradesh,2004,Means_adopted,By Consuming Other Poison,Male,60+,18
Madhya Pradesh,2004,Means_adopted,By Jumping off Moving Vehicles/Trains,Male,60+,1
Madhya Pradesh,2004,Means_adopted,By Drowning,Male,60+,10
Madhya Pradesh,2004,Means_adopted,By Fire-Arms,Male,60+,4
Madhya Pradesh,2004,Means_adopted,By touching electric wires,Male,60+,1
Madhya Pradesh,2004,Means_adopted,By Consuming Insecticides,Male,60+,90
Madhya Pradesh,2004,Means_adopted,By Other means (please specify),Male,60+,13
Madhya Pradesh,2004,Professional_Profile,Professional Activity,Female,0-14,0
Madhya Pradesh,2004,Professional_Profile,Farming/Agriculture Activity,Female,0-14,9
Madhya Pradesh,2004,Professional_Profile,House Wife,Female,0-14,0
Madhya Pradesh,2004,Professional_Profile,Service (Private),Female,0-14,0
Madhya Pradesh,2004,Professional_Profile,Others (Please Specify),Female,0-14,15
Madhya Pradesh,2004,Professional_Profile,Retired Person,Female,0-14,0
Madhya Pradesh,2004,Professional_Profile,Unemployed,Female,0-14,0
Madhya Pradesh,2004,Professional_Profile,Service (Government),Female,0-14,0
Madhya Pradesh,2004,Professional_Profile,Others (Please Specify),Female,0-14,48
Madhya Pradesh,2004,Professional_Profile,Self-employed (Business activity),Female,0-14,0
Madhya Pradesh,2004,Professional_Profile,Student,Female,0-14,38
Madhya Pradesh,2004,Professional_Profile,Public Sector Undertaking,Female,0-14,0
Madhya Pradesh,2004,Professional_Profile,Unemployed,Male,0-14,1
Madhya Pradesh,2004,Professional_Profile,Service (Private),Male,0-14,1
Madhya Pradesh,2004,Professional_Profile,Professional Activity,Male,0-14,0
Madhya Pradesh,2004,Professional_Profile,Self-employed (Business activity),Male,0-14,0
Madhya Pradesh,2004,Professional_Profile,Others (Please Specify),Male,0-14,18
Madhya Pradesh,2004,Professional_Profile,Others (Please Specify),Male,0-14,24
Madhya Pradesh,2004,Professional_Profile,House Wife,Male,0-14,0
Madhya Pradesh,2004,Professional_Profile,Service (Government),Male,0-14,0
Madhya Pradesh,2004,Professional_Profile,Student,Male,0-14,64
Madhya Pradesh,2004,Professional_Profile,Farming/Agriculture Activity,Male,0-14,1
Madhya Pradesh,2004,Professional_Profile,Retired Person,Male,0-14,0
Madhya Pradesh,2004,Professional_Profile,Public Sector Undertaking,Male,0-14,0
Madhya Pradesh,2004,Professional_Profile,Retired Person,Female,15-29,0
Madhya Pradesh,2004,Professional_Profile,Others (Please Specify),Female,15-29,35
Madhya Pradesh,2004,Professional_Profile,Others (Please Specify),Female,15-29,118
Madhya Pradesh,2004,Professional_Profile,Public Sector Undertaking,Female,15-29,29
Madhya Pradesh,2004,Professional_Profile,Service (Private),Female,15-29,39
Madhya Pradesh,2004,Professional_Profile,Unemployed,Female,15-29,20
Madhya Pradesh,2004,Professional_Profile,Self-employed (Business activity),Female,15-29,31
Madhya Pradesh,2004,Professional_Profile,Student,Female,15-29,73
Madhya Pradesh,2004,Professional_Profile,House Wife,Female,15-29,1244
Madhya Pradesh,2004,Professional_Profile,Farming/Agriculture Activity,Female,15-29,143
Madhya Pradesh,2004,Professional_Profile,Service (Government),Female,15-29,15
Madhya Pradesh,2004,Professional_Profile,Professional Activity,Female,15-29,6
Madhya Pradesh,2004,Professional_Profile,Farming/Agriculture Activity,Male,15-29,564
Madhya Pradesh,2004,Professional_Profile,Others (Please Specify),Male,15-29,67
Madhya Pradesh,2004,Professional_Profile,Retired Person,Male,15-29,0
Madhya Pradesh,2004,Professional_Profile,Unemployed,Male,15-29,159
Madhya Pradesh,2004,Professional_Profile,Professional Activity,Male,15-29,42
Madhya Pradesh,2004,Professional_Profile,Self-employed (Business activity),Male,15-29,85
Madhya Pradesh,2004,Professional_Profile,Service (Government),Male,15-29,62
Madhya Pradesh,2004,Professional_Profile,House Wife,Male,15-29,0
Madhya Pradesh,2004,Professional_Profile,Service (Private),Male,15-29,115
Madhya Pradesh,2004,Professional_Profile,Public Sector Undertaking,Male,15-29,33
Madhya Pradesh,2004,Professional_Profile,Others (Please Specify),Male,15-29,193
Madhya Pradesh,2004,Professional_Profile,Student,Male,15-29,88
Madhya Pradesh,2004,Professional_Profile,Student,Female,30-44,0
Madhya Pradesh,2004,Professional_Profile,Farming/Agriculture Activity,Female,30-44,83
Madhya Pradesh,2004,Professional_Profile,Retired Person,Female,30-44,0
Madhya Pradesh,2004,Professional_Profile,Service (Government),Female,30-44,13
Madhya Pradesh,2004,Professional_Profile,Public Sector Undertaking,Female,30-44,21
Madhya Pradesh,2004,Professional_Profile,Others (Please Specify),Female,30-44,52
Madhya Pradesh,2004,Professional_Profile,Service (Private),Female,30-44,21
Madhya Pradesh,2004,Professional_Profile,House Wife,Female,30-44,584
Madhya Pradesh,2004,Professional_Profile,Others (Please Specify),Female,30-44,11
Madhya Pradesh,2004,Professional_Profile,Self-employed (Business activity),Female,30-44,15
Madhya Pradesh,2004,Professional_Profile,Professional Activity,Female,30-44,8
Madhya Pradesh,2004,Professional_Profile,Unemployed,Female,30-44,11
Madhya Pradesh,2004,Professional_Profile,Self-employed (Business activity),Male,30-44,97
Madhya Pradesh,2004,Professional_Profile,House Wife,Male,30-44,0
Madhya Pradesh,2004,Professional_Profile,Professional Activity,Male,30-44,46
Madhya Pradesh,2004,Professional_Profile,Others (Please Specify),Male,30-44,217
Madhya Pradesh,2004,Professional_Profile,Service (Private),Male,30-44,142
Madhya Pradesh,2004,Professional_Profile,Service (Government),Male,30-44,70
Madhya Pradesh,2004,Professional_Profile,Unemployed,Male,30-44,70
Madhya Pradesh,2004,Professional_Profile,Public Sector Undertaking,Male,30-44,42
Madhya Pradesh,2004,Professional_Profile,Retired Person,Male,30-44,0
Madhya Pradesh,2004,Professional_Profile,Farming/Agriculture Activity,Male,30-44,441
Madhya Pradesh,2004,Professional_Profile,Others (Please Specify),Male,30-44,76
Madhya Pradesh,2004,Professional_Profile,Student,Male,30-44,1
Madhya Pradesh,2004,Professional_Profile,Others (Please Specify),Female,45-59,56
Madhya Pradesh,2004,Professional_Profile,Unemployed,Female,45-59,1
Madhya Pradesh,2004,Professional_Profile,Retired Person,Female,45-59,0
Madhya Pradesh,2004,Professional_Profile,Self-employed (Business activity),Female,45-59,8
Madhya Pradesh,2004,Professional_Profile,Student,Female,45-59,0
Madhya Pradesh,2004,Professional_Profile,Farming/Agriculture Activity,Female,45-59,38
Madhya Pradesh,2004,Professional_Profile,Others (Please Specify),Female,45-59,5
Madhya Pradesh,2004,Professional_Profile,Public Sector Undertaking,Female,45-59,1
Madhya Pradesh,2004,Professional_Profile,Service (Government),Female,45-59,6
Madhya Pradesh,2004,Professional_Profile,Professional Activity,Female,45-59,7
Madhya Pradesh,2004,Professional_Profile,House Wife,Female,45-59,198
Madhya Pradesh,2004,Professional_Profile,Service (Private),Female,45-59,1
Madhya Pradesh,2004,Professional_Profile,Self-employed (Business activity),Male,45-59,55
Madhya Pradesh,2004,Professional_Profile,Others (Please Specify),Male,45-59,126
Madhya Pradesh,2004,Professional_Profile,Others (Please Specify),Male,45-59,24
Madhya Pradesh,2004,Professional_Profile,Student,Male,45-59,0
Madhya Pradesh,2004,Professional_Profile,Retired Person,Male,45-59,0
Madhya Pradesh,2004,Professional_Profile,Farming/Agriculture Activity,Male,45-59,202
Madhya Pradesh,2004,Professional_Profile,Service (Government),Male,45-59,31
Madhya Pradesh,2004,Professional_Profile,Service (Private),Male,45-59,65
Madhya Pradesh,2004,Professional_Profile,House Wife,Male,45-59,0
Madhya Pradesh,2004,Professional_Profile,Professional Activity,Male,45-59,57
Madhya Pradesh,2004,Professional_Profile,Public Sector Undertaking,Male,45-59,15
Madhya Pradesh,2004,Professional_Profile,Unemployed,Male,45-59,20
Madhya Pradesh,2004,Professional_Profile,House Wife,Female,60+,86
Madhya Pradesh,2004,Professional_Profile,Self-employed (Business activity),Female,60+,4
Madhya Pradesh,2004,Professional_Profile,Others (Please Specify),Female,60+,43
Madhya Pradesh,2004,Professional_Profile,Others (Please Specify),Female,60+,1
Madhya Pradesh,2004,Professional_Profile,Professional Activity,Female,60+,6
Madhya Pradesh,2004,Professional_Profile,Retired Person,Female,60+,0
Madhya Pradesh,2004,Professional_Profile,Student,Female,60+,0
Madhya Pradesh,2004,Professional_Profile,Unemployed,Female,60+,0
Madhya Pradesh,2004,Professional_Profile,Public Sector Undertaking,Female,60+,0
Madhya Pradesh,2004,Professional_Profile,Service (Government),Female,60+,0
Madhya Pradesh,2004,Professional_Profile,Farming/Agriculture Activity,Female,60+,18
Madhya Pradesh,2004,Professional_Profile,Service (Private),Female,60+,0
Madhya Pradesh,2004,Professional_Profile,Public Sector Undertaking,Male,60+,9
Madhya Pradesh,2004,Professional_Profile,House Wife,Male,60+,0
Madhya Pradesh,2004,Professional_Profile,Others (Please Specify),Male,60+,83
Madhya Pradesh,2004,Professional_Profile,Retired Person,Male,60+,14
Madhya Pradesh,2004,Professional_Profile,Farming/Agriculture Activity,Male,60+,139
Madhya Pradesh,2004,Professional_Profile,Professional Activity,Male,60+,16
Madhya Pradesh,2004,Professional_Profile,Service (Private),Male,60+,11
Madhya Pradesh,2004,Professional_Profile,Student,Male,60+,0
Madhya Pradesh,2004,Professional_Profile,Service (Government),Male,60+,7
Madhya Pradesh,2004,Professional_Profile,Unemployed,Male,60+,0
Madhya Pradesh,2004,Professional_Profile,Self-employed (Business activity),Male,60+,30
Madhya Pradesh,2004,Professional_Profile,Others (Please Specify),Male,60+,11
Madhya Pradesh,2004,Social_Status,Married,Female,0-100+,2337
Madhya Pradesh,2004,Social_Status,Never Married,Female,0-100+,560
Madhya Pradesh,2004,Social_Status,Divorcee,Female,0-100+,35
Madhya Pradesh,2004,Social_Status,Widowed/Widower,Female,0-100+,187
Madhya Pradesh,2004,Social_Status,Seperated,Female,0-100+,42
Madhya Pradesh,2004,Social_Status,Seperated,Male,0-100+,50
Madhya Pradesh,2004,Social_Status,Married,Male,0-100+,2462
Madhya Pradesh,2004,Social_Status,Never Married,Male,0-100+,935
Madhya Pradesh,2004,Social_Status,Widowed/Widower,Male,0-100+,155
Madhya Pradesh,2004,Social_Status,Divorcee,Male,0-100+,32
Madhya Pradesh,2005,Causes,Illegitimate Pregnancy,Female,0-14,0
Madhya Pradesh,2005,Causes,Dowry Dispute,Female,0-14,0
Madhya Pradesh,2005,Causes,Illness (Aids/STD),Female,0-14,0
Madhya Pradesh,2005,Causes,Physical Abuse (Rape/Incest Etc.),Female,0-14,1
Madhya Pradesh,2005,Causes,Professional/Career Problem,Female,0-14,0
Madhya Pradesh,2005,Causes,Poverty,Female,0-14,2
Madhya Pradesh,2005,Causes,Drug Abuse/Addiction,Female,0-14,0
Madhya Pradesh,2005,Causes,Paralysis,Female,0-14,0
Madhya Pradesh,2005,Causes,Cancellation/Non-Settlement of Marriage,Female,0-14,0
Madhya Pradesh,2005,Causes,Not having Children(Barrenness/Impotency,Female,0-14,0
Madhya Pradesh,2005,Causes,Other Prolonged Illness,Female,0-14,8
Madhya Pradesh,2005,Causes,Death of Dear Person,Female,0-14,0
Madhya Pradesh,2005,Causes,Divorce,Female,0-14,0
Madhya Pradesh,2005,Causes,Fall in Social Reputation,Female,0-14,0
Madhya Pradesh,2005,Causes,Ideological Causes/Hero Worshipping,Female,0-14,0
Madhya Pradesh,2005,Causes,Property Dispute,Female,0-14,0
Madhya Pradesh,2005,Causes,Insanity/Mental Illness,Female,0-14,3
Madhya Pradesh,2005,Causes,Suspected/Illicit Relation,Female,0-14,0
Madhya Pradesh,2005,Causes,Cancer,Female,0-14,0
Madhya Pradesh,2005,Causes,Unemployment,Female,0-14,0
Madhya Pradesh,2005,Causes,Failure in Examination,Female,0-14,5
Madhya Pradesh,2005,Causes,Family Problems,Female,0-14,12
Madhya Pradesh,2005,Causes,Love Affairs,Female,0-14,0
Madhya Pradesh,2005,Causes,Bankruptcy or Sudden change in Economic,Female,0-14,0
Madhya Pradesh,2005,Causes,Causes Not known,Female,0-14,35
Madhya Pradesh,2005,Causes,Other Causes (Please Specity),Female,0-14,12
Madhya Pradesh,2005,Causes,Drug Abuse/Addiction,Male,0-14,0
Madhya Pradesh,2005,Causes,Not having Children(Barrenness/Impotency,Male,0-14,0
Madhya Pradesh,2005,Causes,Love Affairs,Male,0-14,0
Madhya Pradesh,2005,Causes,Poverty,Male,0-14,0
Madhya Pradesh,2005,Causes,Unemployment,Male,0-14,0
Madhya Pradesh,2005,Causes,Illness (Aids/STD),Male,0-14,0
Madhya Pradesh,2005,Causes,Property Dispute,Male,0-14,0
Madhya Pradesh,2005,Causes,Cancellation/Non-Settlement of Marriage,Male,0-14,0
Madhya Pradesh,2005,Causes,Paralysis,Male,0-14,0
Madhya Pradesh,2005,Causes,Causes Not known,Male,0-14,38
Madhya Pradesh,2005,Causes,Failure in Examination,Male,0-14,9
Madhya Pradesh,2005,Causes,Family Problems,Male,0-14,5
Madhya Pradesh,2005,Causes,Fall in Social Reputation,Male,0-14,0
Madhya Pradesh,2005,Causes,Cancer,Male,0-14,1
Madhya Pradesh,2005,Causes,Dowry Dispute,Male,0-14,0
Madhya Pradesh,2005,Causes,Physical Abuse (Rape/Incest Etc.),Male,0-14,1
Madhya Pradesh,2005,Causes,Insanity/Mental Illness,Male,0-14,3
Madhya Pradesh,2005,Causes,Other Prolonged Illness,Male,0-14,9
Madhya Pradesh,2005,Causes,Divorce,Male,0-14,0
Madhya Pradesh,2005,Causes,Other Causes (Please Specity),Male,0-14,17
Madhya Pradesh,2005,Causes,Illegitimate Pregnancy,Male,0-14,0
Madhya Pradesh,2005,Causes,Death of Dear Person,Male,0-14,0
Madhya Pradesh,2005,Causes,Suspected/Illicit Relation,Male,0-14,0
Madhya Pradesh,2005,Causes,Professional/Career Problem,Male,0-14,0
Madhya Pradesh,2005,Causes,Bankruptcy or Sudden change in Economic,Male,0-14,0
Madhya Pradesh,2005,Causes,Ideological Causes/Hero Worshipping,Male,0-14,0
Madhya Pradesh,2005,Causes,Drug Abuse/Addiction,Female,15-29,0
Madhya Pradesh,2005,Causes,Dowry Dispute,Female,15-29,444
Madhya Pradesh,2005,Causes,Paralysis,Female,15-29,0
Madhya Pradesh,2005,Causes,Cancellation/Non-Settlement of Marriage,Female,15-29,10
Madhya Pradesh,2005,Causes,Poverty,Female,15-29,6
Madhya Pradesh,2005,Causes,Family Problems,Female,15-29,283
Madhya Pradesh,2005,Causes,Love Affairs,Female,15-29,57
Madhya Pradesh,2005,Causes,Failure in Examination,Female,15-29,27
Madhya Pradesh,2005,Causes,Not having Children(Barrenness/Impotency,Female,15-29,9
Madhya Pradesh,2005,Causes,Suspected/Illicit Relation,Female,15-29,43
Madhya Pradesh,2005,Causes,Fall in Social Reputation,Female,15-29,19
Madhya Pradesh,2005,Causes,Property Dispute,Female,15-29,3
Madhya Pradesh,2005,Causes,Illegitimate Pregnancy,Female,15-29,15
Madhya Pradesh,2005,Causes,Divorce,Female,15-29,4
Madhya Pradesh,2005,Causes,Ideological Causes/Hero Worshipping,Female,15-29,2
Madhya Pradesh,2005,Causes,Illness (Aids/STD),Female,15-29,0
Madhya Pradesh,2005,Causes,Professional/Career Problem,Female,15-29,4
Madhya Pradesh,2005,Causes,Insanity/Mental Illness,Female,15-29,39
Madhya Pradesh,2005,Causes,Other Prolonged Illness,Female,15-29,69
Madhya Pradesh,2005,Causes,Other Causes (Please Specity),Female,15-29,140
Madhya Pradesh,2005,Causes,Physical Abuse (Rape/Incest Etc.),Female,15-29,31
Madhya Pradesh,2005,Causes,Death of Dear Person,Female,15-29,3
Madhya Pradesh,2005,Causes,Bankruptcy or Sudden change in Economic,Female,15-29,3
Madhya Pradesh,2005,Causes,Causes Not known,Female,15-29,312
Madhya Pradesh,2005,Causes,Unemployment,Female,15-29,2
Madhya Pradesh,2005,Causes,Cancer,Female,15-29,2
Madhya Pradesh,2005,Causes,Family Problems,Male,15-29,216
Madhya Pradesh,2005,Causes,Other Causes (Please Specity),Male,15-29,114
Madhya Pradesh,2005,Causes,Physical Abuse (Rape/Incest Etc.),Male,15-29,9
Madhya Pradesh,2005,Causes,Death of Dear Person,Male,15-29,5
Madhya Pradesh,2005,Causes,Divorce,Male,15-29,2
Madhya Pradesh,2005,Causes,Dowry Dispute,Male,15-29,0
Madhya Pradesh,2005,Causes,Insanity/Mental Illness,Male,15-29,91
Madhya Pradesh,2005,Causes,Bankruptcy or Sudden change in Economic,Male,15-29,21
Madhya Pradesh,2005,Causes,Cancer,Male,15-29,1
Madhya Pradesh,2005,Causes,Love Affairs,Male,15-29,40
Madhya Pradesh,2005,Causes,Other Prolonged Illness,Male,15-29,117
Madhya Pradesh,2005,Causes,Property Dispute,Male,15-29,3
Madhya Pradesh,2005,Causes,Suspected/Illicit Relation,Male,15-29,24
Madhya Pradesh,2005,Causes,Fall in Social Reputation,Male,15-29,24
Madhya Pradesh,2005,Causes,Causes Not known,Male,15-29,341
Madhya Pradesh,2005,Causes,Ideological Causes/Hero Worshipping,Male,15-29,1
Madhya Pradesh,2005,Causes,Drug Abuse/Addiction,Male,15-29,34
Madhya Pradesh,2005,Causes,Poverty,Male,15-29,11
Madhya Pradesh,2005,Causes,Cancellation/Non-Settlement of Marriage,Male,15-29,10
Madhya Pradesh,2005,Causes,Failure in Examination,Male,15-29,32
Madhya Pradesh,2005,Causes,Professional/Career Problem,Male,15-29,12
Madhya Pradesh,2005,Causes,Illness (Aids/STD),Male,15-29,0
Madhya Pradesh,2005,Causes,Paralysis,Male,15-29,0
Madhya Pradesh,2005,Causes,Illegitimate Pregnancy,Male,15-29,0
Madhya Pradesh,2005,Causes,Not having Children(Barrenness/Impotency,Male,15-29,8
Madhya Pradesh,2005,Causes,Unemployment,Male,15-29,8
Madhya Pradesh,2005,Causes,Fall in Social Reputation,Female,30-44,6
Madhya Pradesh,2005,Causes,Dowry Dispute,Female,30-44,62
Madhya Pradesh,2005,Causes,Drug Abuse/Addiction,Female,30-44,1
Madhya Pradesh,2005,Causes,Illegitimate Pregnancy,Female,30-44,3
Madhya Pradesh,2005,Causes,Family Problems,Female,30-44,152
Madhya Pradesh,2005,Causes,Other Causes (Please Specity),Female,30-44,58
Madhya Pradesh,2005,Causes,Physical Abuse (Rape/Incest Etc.),Female,30-44,12
Madhya Pradesh,2005,Causes,Cancellation/Non-Settlement of Marriage,Female,30-44,5
Madhya Pradesh,2005,Causes,Cancer,Female,30-44,0
Madhya Pradesh,2005,Causes,Death of Dear Person,Female,30-44,10
Madhya Pradesh,2005,Causes,Not having Children(Barrenness/Impotency,Female,30-44,25
Madhya Pradesh,2005,Causes,Professional/Career Problem,Female,30-44,1
Madhya Pradesh,2005,Causes,Bankruptcy or Sudden change in Economic,Female,30-44,1
Madhya Pradesh,2005,Causes,Other Prolonged Illness,Female,30-44,92
Madhya Pradesh,2005,Causes,Causes Not known,Female,30-44,169
Madhya Pradesh,2005,Causes,Failure in Examination,Female,30-44,0
Madhya Pradesh,2005,Causes,Poverty,Female,30-44,3
Madhya Pradesh,2005,Causes,Illness (Aids/STD),Female,30-44,0
Madhya Pradesh,2005,Causes,Unemployment,Female,30-44,2
Madhya Pradesh,2005,Causes,Ideological Causes/Hero Worshipping,Female,30-44,0
Madhya Pradesh,2005,Causes,Paralysis,Female,30-44,0
Madhya Pradesh,2005,Causes,Property Dispute,Female,30-44,4
Madhya Pradesh,2005,Causes,Divorce,Female,30-44,9
Madhya Pradesh,2005,Causes,Insanity/Mental Illness,Female,30-44,42
Madhya Pradesh,2005,Causes,Love Affairs,Female,30-44,11
